Id;Namn;Dag 1;Dag 2;Dag 180;Dag 181;Dag 365;Dag 366
4927;RigoBlock;2020-07-22;2020-07-23;2021-01-18;2021-01-19;2021-07-22;2021-07-23
2675;dock.io;2018-04-25;2018-04-26;2018-10-22;2018-10-23;2019-04-25;2019-04-26
2011;Tezos;2017-10-02;2017-10-03;2018-03-31;2018-04-01;2018-10-02;2018-10-03
2464;Devery;2018-01-24;2018-01-25;2018-07-23;2018-07-24;2019-01-24;2019-01-25
2545;Arcblock;2018-02-26;2018-02-27;2018-08-25;2018-08-26;2019-02-26;2019-02-27
4172;Terra;2019-07-26;2019-07-27;2020-01-22;2020-01-23;2020-07-25;2020-07-26
1758;TenX;2017-06-27;2017-06-28;2017-12-24;2017-12-25;2018-06-27;2018-06-28
2511;WePower;2018-02-09;2018-02-10;2018-08-08;2018-08-09;2019-02-09;2019-02-10
3285;Birake;2018-09-13;2018-09-14;2019-03-12;2019-03-13;2019-09-13;2019-09-14
3171;HeartBout;2018-08-14;2018-08-15;2019-02-10;2019-02-11;2019-08-14;2019-08-15
2760;Libra Credit;2018-05-22;2018-05-23;2018-11-18;2018-11-19;2019-05-22;2019-05-23
2529;Cashaa;2018-02-15;2018-02-16;2018-08-14;2018-08-15;2019-02-15;2019-02-16
2256;Bonpay;2017-12-07;2017-12-08;2018-06-05;2018-06-06;2018-12-07;2018-12-08
2628;Rentberry;2018-04-07;2018-04-08;2018-10-04;2018-10-05;2019-04-07;2019-04-08
2876;Ternio;2018-06-27;2018-06-28;2018-12-24;2018-12-25;2019-06-27;2019-06-28
2564;HOQU;2018-03-08;2018-03-09;2018-09-04;2018-09-05;2019-03-08;2019-03-09
2499;SwissBorg;2018-02-03;2018-02-04;2018-08-02;2018-08-03;2019-02-03;2019-02-04
6701;Burency;2020-08-30;2020-08-31;2021-02-26;2021-02-27;2021-08-30;2021-08-31
2300;WAX;2017-12-21;2017-12-22;2018-06-19;2018-06-20;2018-12-21;2018-12-22
3644;TravelNote;2018-12-26;2018-12-27;2019-06-24;2019-06-25;2019-12-26;2019-12-27
3992;COTI;2019-06-04;2019-06-05;2019-12-01;2019-12-02;2020-06-03;2020-06-04
2725;Skrumble Network;2018-05-10;2018-05-11;2018-11-06;2018-11-07;2019-05-10;2019-05-11
2758;Unibright;2018-05-21;2018-05-22;2018-11-17;2018-11-18;2019-05-21;2019-05-22
4245;Enecuum;2019-08-13;2019-08-14;2020-02-09;2020-02-10;2020-08-12;2020-08-13
2569;CoinPoker;2018-03-08;2018-03-09;2018-09-04;2018-09-05;2019-03-08;2019-03-09
2513;GoldMint;2018-02-09;2018-02-10;2018-08-08;2018-08-09;2019-02-09;2019-02-10
6654;Crypto Price Index;2020-08-20;2020-08-21;2021-02-16;2021-02-17;2021-08-20;2021-08-21
3846;VeriBlock;2019-04-05;2019-04-06;2019-10-02;2019-10-03;2020-04-04;2020-04-05
3763;ODUWA;2019-02-25;2019-02-26;2019-08-24;2019-08-25;2020-02-25;2020-02-26
3883;QuickX Protocol;2019-04-25;2019-04-26;2019-10-22;2019-10-23;2020-04-24;2020-04-25
2585;Centrality;2018-03-13;2018-03-14;2018-09-09;2018-09-10;2019-03-13;2019-03-14
2937;Vite;2018-07-18;2018-07-19;2019-01-14;2019-01-15;2019-07-18;2019-07-19
2452;Tokenbox;2018-01-24;2018-01-25;2018-07-23;2018-07-24;2019-01-24;2019-01-25
2424;SingularityNET;2018-01-19;2018-01-20;2018-07-18;2018-07-19;2019-01-19;2019-01-20
2726;DAOstack;2018-05-10;2018-05-11;2018-11-06;2018-11-07;2019-05-10;2019-05-11
4894;RingX;2020-06-26;2020-06-27;2020-12-23;2020-12-24;2021-06-26;2021-06-27
2555;SETHER;2018-03-01;2018-03-02;2018-08-28;2018-08-29;2019-03-01;2019-03-02
2685;Zebi;2018-04-30;2018-05-01;2018-10-27;2018-10-28;2019-04-30;2019-05-01
2248;Cappasity;2017-12-06;2017-12-07;2018-06-04;2018-06-05;2018-12-06;2018-12-07
2667;FintruX;2018-04-23;2018-04-24;2018-10-20;2018-10-21;2019-04-23;2019-04-24
2827;Phantasma;2018-05-28;2018-05-29;2018-11-24;2018-11-25;2019-05-28;2019-05-29
2558;Insights Network;2018-03-03;2018-03-04;2018-08-30;2018-08-31;2019-03-03;2019-03-04
3929;BQT;2019-05-10;2019-05-11;2019-11-06;2019-11-07;2020-05-09;2020-05-10
2679;Decentralized Machine Learning;2018-04-30;2018-05-01;2018-10-27;2018-10-28;2019-04-30;2019-05-01
4030;Algorand;2019-06-21;2019-06-22;2019-12-18;2019-12-19;2020-06-20;2020-06-21
2838;Pchain;2018-06-04;2018-06-05;2018-12-01;2018-12-02;2019-06-04;2019-06-05
2780;NKN;2018-05-28;2018-05-29;2018-11-24;2018-11-25;2019-05-28;2019-05-29
2337;Lamden;2018-01-08;2018-01-09;2018-07-07;2018-07-08;2019-01-08;2019-01-09
5397;Castweet;2020-03-31;2020-04-01;2020-09-27;2020-09-28;2021-03-31;2021-04-01
2990;EXMR FDN;2018-08-01;2018-08-02;2019-01-28;2019-01-29;2019-08-01;2019-08-02
2348;Measurable Data Token;2018-01-09;2018-01-10;2018-07-08;2018-07-09;2019-01-09;2019-01-10
1214;Lisk;2016-04-06;2016-04-07;2016-10-03;2016-10-04;2017-04-06;2017-04-07
3733;S4FE;2019-02-07;2019-02-08;2019-08-06;2019-08-07;2020-02-07;2020-02-08
2653;Auctus;2018-04-20;2018-04-21;2018-10-17;2018-10-18;2019-04-20;2019-04-21
2343;CanYa;2018-01-08;2018-01-09;2018-07-07;2018-07-08;2019-01-08;2019-01-09
2276;Ignis;2017-12-13;2017-12-14;2018-06-11;2018-06-12;2018-12-13;2018-12-14
2459;indaHash;2018-01-24;2018-01-25;2018-07-23;2018-07-24;2019-01-24;2019-01-25
3789;BolttCoin;2019-03-12;2019-03-13;2019-09-08;2019-09-09;2020-03-11;2020-03-12
5165;Freight Trust;2020-04-24;2020-04-25;2020-10-21;2020-10-22;2021-04-24;2021-04-25
6249;Ziktalk;2020-08-06;2020-08-07;2021-02-02;2021-02-03;2021-08-06;2021-08-07
4917;DEXA Coin;2020-02-19;2020-02-20;2020-08-17;2020-08-18;2021-02-18;2021-02-19
6655;Krosscoin;2020-08-24;2020-08-25;2021-02-20;2021-02-21;2021-08-24;2021-08-25
4102;TranslateMe;2019-07-18;2019-07-19;2020-01-14;2020-01-15;2020-07-17;2020-07-18
6446;Fashion Coin;2020-08-14;2020-08-15;2021-02-10;2021-02-11;2021-08-14;2021-08-15
6326;X-Block;2020-08-07;2020-08-08;2021-02-03;2021-02-04;2021-08-07;2021-08-08
5807;Release Project;2020-07-03;2020-07-04;2020-12-30;2020-12-31;2021-07-03;2021-07-04
4495;Vena Network;2019-09-17;2019-09-18;2020-03-15;2020-03-16;2020-09-16;2020-09-17
6113;Blackpearl;2020-08-04;2020-08-05;2021-01-31;2021-02-01;2021-08-04;2021-08-05
4089;Link by BlockMason;2019-07-08;2019-07-09;2020-01-04;2020-01-05;2020-07-07;2020-07-08
3587;Bgogo;2018-11-02;2018-11-03;2019-05-01;2019-05-02;2019-11-02;2019-11-03
5554;Vanywhere;2020-05-08;2020-05-09;2020-11-04;2020-11-05;2021-05-08;2021-05-09
4176;Dapp.com;2019-07-26;2019-07-27;2020-01-22;2020-01-23;2020-07-25;2020-07-26
5702;MONNOS;2020-06-17;2020-06-18;2020-12-14;2020-12-15;2021-06-17;2021-06-18
6256;Sheng World;2020-08-06;2020-08-07;2021-02-02;2021-02-03;2021-08-06;2021-08-07
3849;WhenHub;2019-04-09;2019-04-10;2019-10-06;2019-10-07;2020-04-08;2020-04-09
4196;Pledgecamp;2019-08-24;2019-08-25;2020-02-20;2020-02-21;2020-08-23;2020-08-24
4695;Echoin;2019-09-23;2019-09-24;2020-03-21;2020-03-22;2020-09-22;2020-09-23
6564;ZenSports;2020-08-12;2020-08-13;2021-02-08;2021-02-09;2021-08-12;2021-08-13
2950;LemoChain;2018-07-19;2018-07-20;2019-01-15;2019-01-16;2019-07-19;2019-07-20
3860;Blockcloud;2019-04-11;2019-04-12;2019-10-08;2019-10-09;2020-04-10;2020-04-11
2906;Essentia;2018-07-06;2018-07-07;2019-01-02;2019-01-03;2019-07-06;2019-07-07
5253;The Hustle App;2020-02-25;2020-02-26;2020-08-23;2020-08-24;2021-02-24;2021-02-25
5518;Torex;2020-04-29;2020-04-30;2020-10-26;2020-10-27;2021-04-29;2021-04-30
4205;Xenoverse;2019-08-01;2019-08-02;2020-01-28;2020-01-29;2020-07-31;2020-08-01
4178;CPUcoin;2019-09-02;2019-09-03;2020-02-29;2020-03-01;2020-09-01;2020-09-02
5025;Crypto Jade;2020-04-26;2020-04-27;2020-10-23;2020-10-24;2021-04-26;2021-04-27
5019;Global Crypto Alliance;2019-12-20;2019-12-21;2020-06-17;2020-06-18;2020-12-19;2020-12-20
4792;Agora;2019-10-16;2019-10-17;2020-04-13;2020-04-14;2020-10-15;2020-10-16
3369;Kuende;2019-05-21;2019-05-22;2019-11-17;2019-11-18;2020-05-20;2020-05-21
3501;CryptoSoul;2018-10-25;2018-10-26;2019-04-23;2019-04-24;2019-10-25;2019-10-26
3509;Provoco;2018-10-26;2018-10-27;2019-04-24;2019-04-25;2019-10-26;2019-10-27
4116;Tokpie;2019-10-11;2019-10-12;2020-04-08;2020-04-09;2020-10-10;2020-10-11
3209;4NEW;2018-08-22;2018-08-23;2019-02-18;2019-02-19;2019-08-22;2019-08-23
4272;Taklimakan Network;2019-09-04;2019-09-05;2020-03-02;2020-03-03;2020-09-03;2020-09-04
2747;BlockMesh;2018-05-21;2018-05-22;2018-11-17;2018-11-18;2019-05-21;2019-05-22
3760;Scanetchain;2019-02-22;2019-02-23;2019-08-21;2019-08-22;2020-02-22;2020-02-23
3805;BoatPilot;2019-03-20;2019-03-21;2019-09-16;2019-09-17;2020-03-19;2020-03-20
3027;Webcoin;2018-08-02;2018-08-03;2019-01-29;2019-01-30;2019-08-02;2019-08-03
4207;Birdchain;2019-08-02;2019-08-03;2020-01-29;2020-01-30;2020-08-01;2020-08-02
4577;Lunch Money;2020-06-29;2020-06-30;2020-12-26;2020-12-27;2021-06-29;2021-06-30
3935;Sparkpoint;2019-05-14;2019-05-15;2019-11-10;2019-11-11;2020-05-13;2020-05-14
2704;Transcodium;2018-05-04;2018-05-05;2018-10-31;2018-11-01;2019-05-04;2019-05-05
2752;Datarius;2018-05-21;2018-05-22;2018-11-17;2018-11-18;2019-05-21;2019-05-22
4287;Jobchain;2019-12-23;2019-12-24;2020-06-20;2020-06-21;2020-12-22;2020-12-23
2977;BitRewards;2018-07-25;2018-07-26;2019-01-21;2019-01-22;2019-07-25;2019-07-26
3505;Typerium;2018-10-25;2018-10-26;2019-04-23;2019-04-24;2019-10-25;2019-10-26
3779;CoTrader;2019-03-07;2019-03-08;2019-09-03;2019-09-04;2020-03-06;2020-03-07
3615;HyperQuant;2018-11-27;2018-11-28;2019-05-26;2019-05-27;2019-11-27;2019-11-28
4144;Truefeedback;2019-09-25;2019-09-26;2020-03-23;2020-03-24;2020-09-24;2020-09-25
4867;BeatzCoin;2019-11-05;2019-11-06;2020-05-03;2020-05-04;2020-11-04;2020-11-05
3422;Shping;2018-10-10;2018-10-11;2019-04-08;2019-04-09;2019-10-10;2019-10-11
4298;Rapidz;2019-10-17;2019-10-18;2020-04-14;2020-04-15;2020-10-16;2020-10-17
3465;Alt.Estate;2018-10-17;2018-10-18;2019-04-15;2019-04-16;2019-10-17;2019-10-18
4647;PUBLISH;2019-09-17;2019-09-18;2020-03-15;2020-03-16;2020-09-16;2020-09-17
2705;Amon;2018-05-03;2018-05-04;2018-10-30;2018-10-31;2019-05-03;2019-05-04
2660;Aditus;2018-04-23;2018-04-24;2018-10-20;2018-10-21;2019-04-23;2019-04-24
3758;Max Crowdfund;2019-02-22;2019-02-23;2019-08-21;2019-08-22;2020-02-22;2020-02-23
3809;Dos Network;2019-03-22;2019-03-23;2019-09-18;2019-09-19;2020-03-21;2020-03-22
2889;Bob's Repair;2018-07-03;2018-07-04;2018-12-30;2018-12-31;2019-07-03;2019-07-04
3241;FortKnoxster;2018-08-30;2018-08-31;2019-02-26;2019-02-27;2019-08-30;2019-08-31
4777;Azbit;2019-10-13;2019-10-14;2020-04-10;2020-04-11;2020-10-12;2020-10-13
3159;Apollon;2018-08-13;2018-08-14;2019-02-09;2019-02-10;2019-08-13;2019-08-14
3302;UChain;2018-09-17;2018-09-18;2019-03-16;2019-03-17;2019-09-17;2019-09-18
4233;Membrana;2019-08-08;2019-08-09;2020-02-04;2020-02-05;2020-08-07;2020-08-08
1172;Safex;2016-02-16;2016-02-17;2016-08-14;2016-08-15;2017-02-15;2017-02-16
3011;BitScreener;2018-07-31;2018-08-01;2019-01-27;2019-01-28;2019-07-31;2019-08-01
3506;IonChain;2018-10-26;2018-10-27;2019-04-24;2019-04-25;2019-10-26;2019-10-27
3597;InterValue;2018-11-07;2018-11-08;2019-05-06;2019-05-07;2019-11-07;2019-11-08
5086;Pawtocol;2020-06-10;2020-06-11;2020-12-07;2020-12-08;2021-06-10;2021-06-11
2775;Faceter;2018-05-28;2018-05-29;2018-11-24;2018-11-25;2019-05-28;2019-05-29
4134;Akropolis;2019-07-19;2019-07-20;2020-01-15;2020-01-16;2020-07-18;2020-07-19
2880;Rate3;2018-06-27;2018-06-28;2018-12-24;2018-12-25;2019-06-27;2019-06-28
3492;VETRI;2018-10-23;2018-10-24;2019-04-21;2019-04-22;2019-10-23;2019-10-24
3120;Owndata;2018-08-08;2018-08-09;2019-02-04;2019-02-05;2019-08-08;2019-08-09
3819;GAMB;2019-03-26;2019-03-27;2019-09-22;2019-09-23;2020-03-25;2020-03-26
2869;Merculet;2018-06-20;2018-06-21;2018-12-17;2018-12-18;2019-06-20;2019-06-21
3816;Verasity;2019-04-03;2019-04-04;2019-09-30;2019-10-01;2020-04-02;2020-04-03
3016;Neurochain;2018-08-01;2018-08-02;2019-01-28;2019-01-29;2019-08-01;2019-08-02
2909;LikeCoin;2018-07-10;2018-07-11;2019-01-06;2019-01-07;2019-07-10;2019-07-11
3625;Quadrant;2018-12-04;2018-12-05;2019-06-02;2019-06-03;2019-12-04;2019-12-05
3831;Safe Haven;2019-04-02;2019-04-03;2019-09-29;2019-09-30;2020-04-01;2020-04-02
2885;Egretia;2018-07-02;2018-07-03;2018-12-29;2018-12-30;2019-07-02;2019-07-03
3639;Play Game;2018-12-18;2018-12-19;2019-06-16;2019-06-17;2019-12-18;2019-12-19
2998;Vexanium;2018-07-31;2018-08-01;2019-01-27;2019-01-28;2019-07-31;2019-08-01
3711;Plair;2019-01-28;2019-01-29;2019-07-27;2019-07-28;2020-01-28;2020-01-29
2982;MVLchain;2018-07-27;2018-07-28;2019-01-23;2019-01-24;2019-07-27;2019-07-28
2764;Silent Notary;2018-05-22;2018-05-23;2018-11-18;2018-11-19;2019-05-22;2019-05-23
2938;Hashgard;2018-07-18;2018-07-19;2019-01-14;2019-01-15;2019-07-18;2019-07-19
2916;Nimiq;2018-07-26;2018-07-27;2019-01-22;2019-01-23;2019-07-26;2019-07-27
3140;Ubex;2018-08-13;2018-08-14;2019-02-09;2019-02-10;2019-08-13;2019-08-14
3712;Cloudbric;2019-01-30;2019-01-31;2019-07-29;2019-07-30;2020-01-30;2020-01-31
3768;Pibble;2019-02-28;2019-03-01;2019-08-27;2019-08-28;2020-02-28;2020-02-29
2891;Cardstack;2018-07-03;2018-07-04;2018-12-30;2018-12-31;2019-07-03;2019-07-04
2850;Traxia;2018-06-08;2018-06-09;2018-12-05;2018-12-06;2019-06-08;2019-06-09
4974;Exmo Coin;2019-12-04;2019-12-05;2020-06-01;2020-06-02;2020-12-03;2020-12-04
2626;Friendz;2018-04-04;2018-04-05;2018-10-01;2018-10-02;2019-04-04;2019-04-05
3054;DACSEE;2018-08-02;2018-08-03;2019-01-29;2019-01-30;2019-08-02;2019-08-03
4804;Roobee;2019-10-17;2019-10-18;2020-04-14;2020-04-15;2020-10-16;2020-10-17
2316;DeepBrain Chain;2017-12-28;2017-12-29;2018-06-26;2018-06-27;2018-12-28;2018-12-29
4754;INLOCK;2019-11-01;2019-11-02;2020-04-29;2020-04-30;2020-10-31;2020-11-01
2525;Alphacat;2018-02-15;2018-02-16;2018-08-14;2018-08-15;2019-02-15;2019-02-16
2856;CEEK;2018-06-11;2018-06-12;2018-12-08;2018-12-09;2019-06-11;2019-06-12
3634;Kambria;2018-12-13;2018-12-14;2019-06-11;2019-06-12;2019-12-13;2019-12-14
2537;Gems;2018-02-20;2018-02-21;2018-08-19;2018-08-20;2019-02-20;2019-02-21
2828;SPINDLE;2018-05-28;2018-05-29;2018-11-24;2018-11-25;2019-05-28;2019-05-29
5662;Sylo;2020-06-05;2020-06-06;2020-12-02;2020-12-03;2021-06-05;2021-06-06
3142;BaaSid;2018-08-10;2018-08-11;2019-02-06;2019-02-07;2019-08-10;2019-08-11
2610;Peculium;2018-03-25;2018-03-26;2018-09-21;2018-09-22;2019-03-25;2019-03-26
3853;MultiVAC;2019-04-11;2019-04-12;2019-10-08;2019-10-09;2020-04-10;2020-04-11
3722;TEMCO;2019-02-04;2019-02-05;2019-08-03;2019-08-04;2020-02-04;2020-02-05
2634;XinFin;2018-04-13;2018-04-14;2018-10-10;2018-10-11;2019-04-13;2019-04-14
2567;DATx;2018-03-08;2018-03-09;2018-09-04;2018-09-05;2019-03-08;2019-03-09
2630;PolySwarm;2018-04-10;2018-04-11;2018-10-07;2018-10-08;2019-04-10;2019-04-11
7244;SaTT;2020-09-29;2020-09-30;2021-03-28;2021-03-29;2021-09-29;2021-09-30
4957;Minter;2020-04-22;2020-04-23;2020-10-19;2020-10-20;2021-04-22;2021-04-23
2450;carVertical;2018-01-22;2018-01-23;2018-07-21;2018-07-22;2019-01-22;2019-01-23
3783;Ankr;2019-03-06;2019-03-07;2019-09-02;2019-09-03;2020-03-05;2020-03-06
2572;BABB;2018-03-09;2018-03-10;2018-09-05;2018-09-06;2019-03-09;2019-03-10
3600;Humanscape;2018-11-08;2018-11-09;2019-05-07;2019-05-08;2019-11-08;2019-11-09
3164;PumaPay;2018-08-13;2018-08-14;2019-02-09;2019-02-10;2019-08-13;2019-08-14
3946;Carry;2019-05-17;2019-05-18;2019-11-13;2019-11-14;2020-05-16;2020-05-17
2765;XYO Network;2018-05-22;2018-05-23;2018-11-18;2018-11-19;2019-05-22;2019-05-23
3731;PlayChip;2019-02-08;2019-02-09;2019-08-07;2019-08-08;2020-02-08;2020-02-09
3126;ProximaX;2018-08-09;2018-08-10;2019-02-05;2019-02-06;2019-08-09;2019-08-10
3795;Zeon Network;2019-03-15;2019-03-16;2019-09-11;2019-09-12;2020-03-14;2020-03-15
2394;Telcoin;2018-01-15;2018-01-16;2018-07-14;2018-07-15;2019-01-15;2019-01-16
4948;Nervos;2019-11-19;2019-11-20;2020-05-17;2020-05-18;2020-11-18;2020-11-19
1876;Dentacoin;2017-08-11;2017-08-12;2018-02-07;2018-02-08;2018-08-11;2018-08-12
1993;Kin;2017-09-27;2017-09-28;2018-03-26;2018-03-27;2018-09-27;2018-09-28
2682;Holo;2018-04-30;2018-05-01;2018-10-27;2018-10-28;2019-04-30;2019-05-01
3718;BitTorrent;2019-01-31;2019-02-01;2019-07-30;2019-07-31;2020-01-31;2020-02-01